 written on 26Mar2025 at 00:38:10 
           2
         147
    1    1    1    2    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    2    1    1    1
   -7    2    0    1    1    0.000059   -0.000000
   -7    2    0    2    1   -0.000374   -0.000000
   -7    2    0    1    2   -0.000237   -0.000000
   -7    2    0    2    2    0.000059    0.000000
   -7    3    0    1    1   -0.000068    0.000000
   -7    3    0    2    1    0.000810    0.000000
   -7    3    0    1    2   -0.000024    0.000000
   -7    3    0    2    2   -0.000068    0.000000
   -7    4    0    1    1   -0.000068   -0.000000
   -7    4    0    2    1   -0.000259   -0.000000
   -7    4    0    1    2   -0.000237   -0.000000
   -7    4    0    2    2   -0.000068    0.000000
   -6    0    0    1    1    0.000303   -0.000000
   -6    0    0    2    1   -0.000293    0.000000
   -6    0    0    1    2   -0.000293   -0.000000
   -6    0    0    2    2    0.000303   -0.000000
   -6    1    0    1    1   -0.000213    0.000000
   -6    1    0    2    1    0.000212   -0.000000
   -6    1    0    1    2    0.000299    0.000000
   -6    1    0    2    2   -0.000213    0.000000
   -6    2    0    1    1    0.000113    0.000000
   -6    2    0    2    1   -0.000374    0.000000
   -6    2    0    1    2    0.000327    0.000000
   -6    2    0    2    2    0.000113    0.000000
   -6    3    0    1    1    0.000013    0.000000
   -6    3    0    2    1   -0.000306   -0.000000
   -6    3    0    1    2    0.000327   -0.000000
   -6    3    0    2    2    0.000013    0.000000
   -6    4    0    1    1    0.000113   -0.000000
   -6    4    0    2    1   -0.000306   -0.000000
   -6    4    0    1    2    0.000299    0.000000
   -6    4    0    2    2    0.000113   -0.000000
   -6    5    0    1    1   -0.000213    0.000000
   -6    5    0    2    1   -0.000374   -0.000000
   -6    5    0    1    2   -0.000293   -0.000000
   -6    5    0    2    2   -0.000213    0.000000
   -6    6    0    1    1    0.000303   -0.000000
   -6    6    0    2    1    0.000212   -0.000000
   -6    6    0    1    2    0.000212    0.000000
   -6    6    0    2    2    0.000303   -0.000000
   -5   -1    0    1    1   -0.000213    0.000000
   -5   -1    0    2    1    0.000184   -0.000000
   -5   -1    0    1    2    0.000477   -0.000000
   -5   -1    0    2    2   -0.000213   -0.000000
   -5    0    0    1    1    0.000002   -0.000000
   -5    0    0    2    1   -0.000293   -0.000000
   -5    0    0    1    2   -0.000230    0.000000
   -5    0    0    2    2    0.000002   -0.000000
   -5    1    0    1    1    0.000148    0.000000
   -5    1    0    2    1    0.000477    0.000000
   -5    1    0    1    2   -0.000183    0.000000
   -5    1    0    2    2    0.000148    0.000000
   -5    2    0    1    1    0.000121   -0.000000
   -5    2    0    2    1    0.000002   -0.000000
   -5    2    0    1    2   -0.001927   -0.000000
   -5    2    0    2    2    0.000121   -0.000000
   -5    3    0    1    1    0.000121   -0.000000
   -5    3    0    2    1    0.000647    0.000000
   -5    3    0    1    2   -0.000183    0.000000
   -5    3    0    2    2    0.000121   -0.000000
   -5    4    0    1    1    0.000148   -0.000000
   -5    4    0    2    1    0.000002    0.000000
   -5    4    0    1    2   -0.000230   -0.000000
   -5    4    0    2    2    0.000148    0.000000
   -5    5    0    1    1    0.000002    0.000000
   -5    5    0    2    1    0.000477    0.000000
   -5    5    0    1    2    0.000477    0.000000
   -5    5    0    2    2    0.000002   -0.000000
   -5    6    0    1    1   -0.000213   -0.000000
   -5    6    0    2    1   -0.000293    0.000000
   -5    6    0    1    2   -0.000374    0.000000
   -5    6    0    2    2   -0.000213   -0.000000
